cohortDefinitionId,ruleSequence,name
252120000,7,No prior insulin use or combo initiation
252130000,0,No prior with-in class exposure
252130000,1,No prior DPP4 inhibitor exposure
252130000,2,No prior SGLT-2 inhibitor exposure
252130000,3,No prior SU exposure
252130000,4,No prior other anti-diabetic exposure
252130000,5,Older age group
252130000,6,Prior metformin use
252130000,7,No prior insulin use or combo initiation
252100010,0,No prior with-in class exposure
252100010,1,No prior DPP4 inhibitor exposure
252100010,2,No prior SGLT-2 inhibitor exposure
252100010,3,No prior SU exposure
252100010,4,No prior other anti-diabetic exposure
252100010,5,Low cardiovascular risk
252100010,6,Prior metformin use
252100010,7,No prior insulin use or combo initiation
252100020,0,No prior with-in class exposure
252100020,1,No prior DPP4 inhibitor exposure
252100020,2,No prior SGLT-2 inhibitor exposure
252100020,3,No prior SU exposure
252100020,4,No prior other anti-diabetic exposure
252100020,5,Higher cardiovascular risk
252100020,6,Prior metformin use
252100020,7,No prior insulin use or combo initiation
252101000,0,No prior with-in class exposure
252101000,1,No prior DPP4 inhibitor exposure
252101000,2,No prior SGLT-2 inhibitor exposure
252101000,3,No prior SU exposure
252101000,4,No prior other anti-diabetic exposure
252101000,5,Female stratum
252101000,6,Prior metformin use
252101000,7,No prior insulin use or combo initiation
252102000,0,No prior with-in class exposure
252102000,1,No prior DPP4 inhibitor exposure
252102000,2,No prior SGLT-2 inhibitor exposure
252102000,3,No prior SU exposure
252102000,4,No prior other anti-diabetic exposure
252102000,5,Male stratum
252102000,6,Prior metformin use
252102000,7,No prior insulin use or combo initiation
252100100,0,No prior with-in class exposure
252100100,1,No prior DPP4 inhibitor exposure
252100100,2,No prior SGLT-2 inhibitor exposure
252100100,3,No prior SU exposure
252100100,4,No prior other anti-diabetic exposure
252100100,5,Race stratum
252100100,6,Prior metformin use
252100100,7,No prior insulin use or combo initiation
252100001,0,No prior with-in class exposure
252100001,1,No prior DPP4 inhibitor exposure
252100001,2,No prior SGLT-2 inhibitor exposure
252100001,3,No prior SU exposure
252100001,4,No prior other anti-diabetic exposure
252100001,5,Without renal impairment
252100001,6,Prior metformin use
252100001,7,No prior insulin use or combo initiation
252100002,0,No prior with-in class exposure
252100002,1,No prior DPP4 inhibitor exposure
252100002,2,No prior SGLT-2 inhibitor exposure
252100002,3,No prior SU exposure
252100002,4,No prior other anti-diabetic exposure
252100002,5,Renal impairment
252100002,6,Prior metformin use
252100002,7,No prior insulin use or combo initiation
251200000,0,No prior with-in class exposure
251200000,1,No prior DPP4 inhibitor exposure
251200000,2,No prior SGLT-2 inhibitor exposure
251200000,3,No prior SU exposure
251200000,4,No prior other anti-diabetic exposure
251200000,5,No prior metformin use
251200000,6,No prior insulin use or combo initiation
251210000,0,No prior with-in class exposure
251210000,1,No prior DPP4 inhibitor exposure
251210000,2,No prior SGLT-2 inhibitor exposure
251210000,3,No prior SU exposure
251210000,4,No prior other anti-diabetic exposure
251210000,5,Lower age group
251210000,6,No prior metformin use
251210000,7,No prior insulin use or combo initiation
251220000,0,No prior with-in class exposure
251220000,1,No prior DPP4 inhibitor exposure
251220000,2,No prior SGLT-2 inhibitor exposure
251220000,3,No prior SU exposure
251220000,4,No prior other anti-diabetic exposure
251220000,5,Middle age group
251220000,6,No prior metformin use
251220000,7,No prior insulin use or combo initiation
251230000,0,No prior with-in class exposure
251230000,1,No prior DPP4 inhibitor exposure
251230000,2,No prior SGLT-2 inhibitor exposure
251230000,3,No prior SU exposure
251230000,4,No prior other anti-diabetic exposure
251230000,5,Older age group
251230000,6,No prior metformin use
251230000,7,No prior insulin use or combo initiation
251200010,0,No prior with-in class exposure
251200010,1,No prior DPP4 inhibitor exposure
251200010,2,No prior SGLT-2 inhibitor exposure
251200010,3,No prior SU exposure
251200010,4,No prior other anti-diabetic exposure
251200010,5,Low cardiovascular risk
251200010,6,No prior metformin use
251200010,7,No prior insulin use or combo initiation
251200020,0,No prior with-in class exposure
251200020,1,No prior DPP4 inhibitor exposure
251200020,2,No prior SGLT-2 inhibitor exposure
251200020,3,No prior SU exposure
251200020,4,No prior other anti-diabetic exposure
251200020,5,Higher cardiovascular risk
251200020,6,No prior metformin use
251200020,7,No prior insulin use or combo initiation
251201000,0,No prior with-in class exposure
251201000,1,No prior DPP4 inhibitor exposure
251201000,2,No prior SGLT-2 inhibitor exposure
251201000,3,No prior SU exposure
251201000,4,No prior other anti-diabetic exposure
251201000,5,Female stratum
251201000,6,No prior metformin use
251201000,7,No prior insulin use or combo initiation
251202000,0,No prior with-in class exposure
251202000,1,No prior DPP4 inhibitor exposure
251202000,2,No prior SGLT-2 inhibitor exposure
251202000,3,No prior SU exposure
251202000,4,No prior other anti-diabetic exposure
251202000,5,Male stratum
251202000,6,No prior metformin use
251202000,7,No prior insulin use or combo initiation
251200100,0,No prior with-in class exposure
251200100,1,No prior DPP4 inhibitor exposure
251200100,2,No prior SGLT-2 inhibitor exposure
251200100,3,No prior SU exposure
251200100,4,No prior other anti-diabetic exposure
251200100,5,Race stratum
251200100,6,No prior metformin use
251200100,7,No prior insulin use or combo initiation
251200001,0,No prior with-in class exposure
251200001,1,No prior DPP4 inhibitor exposure
251200001,2,No prior SGLT-2 inhibitor exposure
251200001,3,No prior SU exposure
251200001,4,No prior other anti-diabetic exposure
251200001,5,Without renal impairment
251200001,6,No prior metformin use
251200001,7,No prior insulin use or combo initiation
251200002,0,No prior with-in class exposure
251200002,1,No prior DPP4 inhibitor exposure
251200002,2,No prior SGLT-2 inhibitor exposure
251200002,3,No prior SU exposure
251200002,4,No prior other anti-diabetic exposure
251200002,5,Renal impairment
251200002,6,No prior metformin use
251200002,7,No prior insulin use or combo initiation
252200000,0,No prior with-in class exposure
252200000,1,No prior DPP4 inhibitor exposure
252200000,2,No prior SGLT-2 inhibitor exposure
252200000,3,No prior SU exposure
252200000,4,No prior other anti-diabetic exposure
252200000,5,No prior metformin use
252200000,6,No prior insulin use or combo initiation
252210000,0,No prior with-in class exposure
252210000,1,No prior DPP4 inhibitor exposure
252210000,2,No prior SGLT-2 inhibitor exposure
252210000,3,No prior SU exposure
252210000,4,No prior other anti-diabetic exposure
252210000,5,Lower age group
252210000,6,No prior metformin use
252210000,7,No prior insulin use or combo initiation
252220000,0,No prior with-in class exposure
252220000,1,No prior DPP4 inhibitor exposure
252220000,2,No prior SGLT-2 inhibitor exposure
252220000,3,No prior SU exposure
252220000,4,No prior other anti-diabetic exposure
252220000,5,Middle age group
252220000,6,No prior metformin use
252220000,7,No prior insulin use or combo initiation
252230000,0,No prior with-in class exposure
252230000,1,No prior DPP4 inhibitor exposure
252230000,2,No prior SGLT-2 inhibitor exposure
252230000,3,No prior SU exposure
252230000,4,No prior other anti-diabetic exposure
252230000,5,Older age group
252230000,6,No prior metformin use
252230000,7,No prior insulin use or combo initiation
252200010,0,No prior with-in class exposure
252200010,1,No prior DPP4 inhibitor exposure
252200010,2,No prior SGLT-2 inhibitor exposure
252200010,3,No prior SU exposure
252200010,4,No prior other anti-diabetic exposure
252200010,5,Low cardiovascular risk
252200010,6,No prior metformin use
252200010,7,No prior insulin use or combo initiation
252200020,0,No prior with-in class exposure
252200020,1,No prior DPP4 inhibitor exposure
252200020,2,No prior SGLT-2 inhibitor exposure
252200020,3,No prior SU exposure
252200020,4,No prior other anti-diabetic exposure
252200020,5,Higher cardiovascular risk
252200020,6,No prior metformin use
252200020,7,No prior insulin use or combo initiation
252201000,0,No prior with-in class exposure
252201000,1,No prior DPP4 inhibitor exposure
252201000,2,No prior SGLT-2 inhibitor exposure
252201000,3,No prior SU exposure
252201000,4,No prior other anti-diabetic exposure
252201000,5,Female stratum
252201000,6,No prior metformin use
252201000,7,No prior insulin use or combo initiation
252202000,0,No prior with-in class exposure
252202000,1,No prior DPP4 inhibitor exposure
252202000,2,No prior SGLT-2 inhibitor exposure
252202000,3,No prior SU exposure
252202000,4,No prior other anti-diabetic exposure
252202000,5,Male stratum
252202000,6,No prior metformin use
252202000,7,No prior insulin use or combo initiation
252200100,0,No prior with-in class exposure
252200100,1,No prior DPP4 inhibitor exposure
252200100,2,No prior SGLT-2 inhibitor exposure
252200100,3,No prior SU exposure
252200100,4,No prior other anti-diabetic exposure
252200100,5,Race stratum
252200100,6,No prior metformin use
252200100,7,No prior insulin use or combo initiation
252200001,0,No prior with-in class exposure
252200001,1,No prior DPP4 inhibitor exposure
252200001,2,No prior SGLT-2 inhibitor exposure
252200001,3,No prior SU exposure
252200001,4,No prior other anti-diabetic exposure
252200001,5,Without renal impairment
252200001,6,No prior metformin use
252200001,7,No prior insulin use or combo initiation
252200002,0,No prior with-in class exposure
252200002,1,No prior DPP4 inhibitor exposure
252200002,2,No prior SGLT-2 inhibitor exposure
252200002,3,No prior SU exposure
252200002,4,No prior other anti-diabetic exposure
252200002,5,Renal impairment
252200002,6,No prior metformin use
252200002,7,No prior insulin use or combo initiation
261100000,0,No prior with-in class exposure
261100000,1,No prior DPP4 inhibitor exposure
261100000,2,No prior SGLT-2 inhibitor exposure
261100000,3,No prior SU exposure
261100000,4,No prior other anti-diabetic exposure
261100000,5,Prior metformin use
261100000,6,No prior insulin use or combo initiation
261110000,0,No prior with-in class exposure
261110000,1,No prior DPP4 inhibitor exposure
261110000,2,No prior SGLT-2 inhibitor exposure
261110000,3,No prior SU exposure
261110000,4,No prior other anti-diabetic exposure
261110000,5,Lower age group
261110000,6,Prior metformin use
261110000,7,No prior insulin use or combo initiation
261120000,0,No prior with-in class exposure
261120000,1,No prior DPP4 inhibitor exposure
261120000,2,No prior SGLT-2 inhibitor exposure
261120000,3,No prior SU exposure
261120000,4,No prior other anti-diabetic exposure
261120000,5,Middle age group
261120000,6,Prior metformin use
261120000,7,No prior insulin use or combo initiation
261130000,0,No prior with-in class exposure
261130000,1,No prior DPP4 inhibitor exposure
261130000,2,No prior SGLT-2 inhibitor exposure
261130000,3,No prior SU exposure
261130000,4,No prior other anti-diabetic exposure
261130000,5,Older age group
261130000,6,Prior metformin use
261130000,7,No prior insulin use or combo initiation
261100010,0,No prior with-in class exposure
261100010,1,No prior DPP4 inhibitor exposure
261100010,2,No prior SGLT-2 inhibitor exposure
261100010,3,No prior SU exposure
261100010,4,No prior other anti-diabetic exposure
261100010,5,Low cardiovascular risk
261100010,6,Prior metformin use
261100010,7,No prior insulin use or combo initiation
261100020,0,No prior with-in class exposure
261100020,1,No prior DPP4 inhibitor exposure
261100020,2,No prior SGLT-2 inhibitor exposure
261100020,3,No prior SU exposure
261100020,4,No prior other anti-diabetic exposure
261100020,5,Higher cardiovascular risk
261100020,6,Prior metformin use
261100020,7,No prior insulin use or combo initiation
261101000,0,No prior with-in class exposure
261101000,1,No prior DPP4 inhibitor exposure
261101000,2,No prior SGLT-2 inhibitor exposure
261101000,3,No prior SU exposure
261101000,4,No prior other anti-diabetic exposure
261101000,5,Female stratum
261101000,6,Prior metformin use
261101000,7,No prior insulin use or combo initiation
261102000,0,No prior with-in class exposure
261102000,1,No prior DPP4 inhibitor exposure
261102000,2,No prior SGLT-2 inhibitor exposure
261102000,3,No prior SU exposure
261102000,4,No prior other anti-diabetic exposure
261102000,5,Male stratum
261102000,6,Prior metformin use
261102000,7,No prior insulin use or combo initiation
261100100,0,No prior with-in class exposure
261100100,1,No prior DPP4 inhibitor exposure
261100100,2,No prior SGLT-2 inhibitor exposure
261100100,3,No prior SU exposure
261100100,4,No prior other anti-diabetic exposure
261100100,5,Race stratum
261100100,6,Prior metformin use
261100100,7,No prior insulin use or combo initiation
261100001,0,No prior with-in class exposure
261100001,1,No prior DPP4 inhibitor exposure
261100001,2,No prior SGLT-2 inhibitor exposure
261100001,3,No prior SU exposure
261100001,4,No prior other anti-diabetic exposure
261100001,5,Without renal impairment
261100001,6,Prior metformin use
261100001,7,No prior insulin use or combo initiation
261100002,0,No prior with-in class exposure
261100002,1,No prior DPP4 inhibitor exposure
261100002,2,No prior SGLT-2 inhibitor exposure
261100002,3,No prior SU exposure
261100002,4,No prior other anti-diabetic exposure
261100002,5,Renal impairment
261100002,6,Prior metformin use
261100002,7,No prior insulin use or combo initiation
262100000,0,No prior with-in class exposure
262100000,1,No prior DPP4 inhibitor exposure
262100000,2,No prior SGLT-2 inhibitor exposure
262100000,3,No prior SU exposure
262100000,4,No prior other anti-diabetic exposure
262100000,5,Prior metformin use
262100000,6,No prior insulin use or combo initiation
262110000,0,No prior with-in class exposure
262110000,1,No prior DPP4 inhibitor exposure
262110000,2,No prior SGLT-2 inhibitor exposure
262110000,3,No prior SU exposure
262110000,4,No prior other anti-diabetic exposure
262110000,5,Lower age group
262110000,6,Prior metformin use
262110000,7,No prior insulin use or combo initiation
262120000,0,No prior with-in class exposure
262120000,1,No prior DPP4 inhibitor exposure
262120000,2,No prior SGLT-2 inhibitor exposure
262120000,4,No prior other anti-diabetic exposure
262120000,5,Middle age group
262120000,6,Prior metformin use
262120000,7,No prior insulin use or combo initiation
262130000,0,No prior with-in class exposure
262130000,1,No prior DPP4 inhibitor exposure
262130000,2,No prior SGLT-2 inhibitor exposure
262130000,3,No prior SU exposure
262130000,4,No prior other anti-diabetic exposure
262130000,5,Older age group
262130000,6,Prior metformin use
262130000,7,No prior insulin use or combo initiation
262100010,0,No prior with-in class exposure
262100010,1,No prior DPP4 inhibitor exposure
262100010,2,No prior SGLT-2 inhibitor exposure
262100010,3,No prior SU exposure
262100010,4,No prior other anti-diabetic exposure
262100010,5,Low cardiovascular risk
262100010,6,Prior metformin use
262100010,7,No prior insulin use or combo initiation
262100020,0,No prior with-in class exposure
262100020,1,No prior DPP4 inhibitor exposure
262100020,2,No prior SGLT-2 inhibitor exposure
262100020,3,No prior SU exposure
262100020,4,No prior other anti-diabetic exposure
262100020,5,Higher cardiovascular risk
262100020,6,Prior metformin use
262100020,7,No prior insulin use or combo initiation
262101000,0,No prior with-in class exposure
262101000,1,No prior DPP4 inhibitor exposure
262101000,2,No prior SGLT-2 inhibitor exposure
262101000,3,No prior SU exposure
262101000,4,No prior other anti-diabetic exposure
262101000,5,Female stratum
262101000,6,Prior metformin use
262101000,7,No prior insulin use or combo initiation
262102000,0,No prior with-in class exposure
262102000,1,No prior DPP4 inhibitor exposure
262102000,2,No prior SGLT-2 inhibitor exposure
262102000,3,No prior SU exposure
262102000,4,No prior other anti-diabetic exposure
262102000,5,Male stratum
262102000,6,Prior metformin use
262102000,7,No prior insulin use or combo initiation
262100100,0,No prior with-in class exposure
262100100,1,No prior DPP4 inhibitor exposure
262100100,2,No prior SGLT-2 inhibitor exposure
262100100,3,No prior SU exposure
262100100,4,No prior other anti-diabetic exposure
262100100,5,Race stratum
262100100,6,Prior metformin use
262100100,7,No prior insulin use or combo initiation
262100001,0,No prior with-in class exposure
262100001,1,No prior DPP4 inhibitor exposure
262100001,2,No prior SGLT-2 inhibitor exposure
262100001,3,No prior SU exposure
262100001,4,No prior other anti-diabetic exposure
262100001,5,Without renal impairment
262100001,6,Prior metformin use
262100001,7,No prior insulin use or combo initiation
262100002,0,No prior with-in class exposure
262100002,1,No prior DPP4 inhibitor exposure
262100002,2,No prior SGLT-2 inhibitor exposure
262100002,3,No prior SU exposure
262100002,4,No prior other anti-diabetic exposure
262100002,5,Renal impairment
262100002,6,Prior metformin use
262100002,7,No prior insulin use or combo initiation
261200000,0,No prior with-in class exposure
261200000,1,No prior DPP4 inhibitor exposure
261200000,2,No prior SGLT-2 inhibitor exposure
261200000,3,No prior SU exposure
261200000,4,No prior other anti-diabetic exposure
261200000,5,No prior metformin use
261200000,6,No prior insulin use or combo initiation
261210000,0,No prior with-in class exposure
261210000,1,No prior DPP4 inhibitor exposure
261210000,2,No prior SGLT-2 inhibitor exposure
261210000,3,No prior SU exposure
261210000,4,No prior other anti-diabetic exposure
261210000,5,Lower age group
261210000,6,No prior metformin use
261210000,7,No prior insulin use or combo initiation
261220000,0,No prior with-in class exposure
261220000,1,No prior DPP4 inhibitor exposure
261220000,2,No prior SGLT-2 inhibitor exposure
261220000,3,No prior SU exposure
261220000,4,No prior other anti-diabetic exposure
261220000,5,Middle age group
261220000,6,No prior metformin use
261220000,7,No prior insulin use or combo initiation
261230000,0,No prior with-in class exposure
261230000,1,No prior DPP4 inhibitor exposure
261230000,2,No prior SGLT-2 inhibitor exposure
261230000,3,No prior SU exposure
261230000,4,No prior other anti-diabetic exposure
261230000,5,Older age group
261230000,6,No prior metformin use
261230000,7,No prior insulin use or combo initiation
261200010,0,No prior with-in class exposure
261200010,1,No prior DPP4 inhibitor exposure
261200010,2,No prior SGLT-2 inhibitor exposure
261200010,3,No prior SU exposure
261200010,4,No prior other anti-diabetic exposure
261200010,5,Low cardiovascular risk
261200010,6,No prior metformin use
261200010,7,No prior insulin use or combo initiation
261200020,0,No prior with-in class exposure
262202000,6,No prior metformin use
261200020,1,No prior DPP4 inhibitor exposure
261200020,2,No prior SGLT-2 inhibitor exposure
261200020,3,No prior SU exposure
261200020,4,No prior other anti-diabetic exposure
261200020,5,Higher cardiovascular risk
261200020,6,No prior metformin use
261200020,7,No prior insulin use or combo initiation
261201000,0,No prior with-in class exposure
261201000,1,No prior DPP4 inhibitor exposure
261201000,2,No prior SGLT-2 inhibitor exposure
261201000,3,No prior SU exposure
261201000,4,No prior other anti-diabetic exposure
261201000,5,Female stratum
261201000,6,No prior metformin use
261201000,7,No prior insulin use or combo initiation
261202000,0,No prior with-in class exposure
261202000,1,No prior DPP4 inhibitor exposure
261202000,2,No prior SGLT-2 inhibitor exposure
261202000,3,No prior SU exposure
261202000,4,No prior other anti-diabetic exposure
261202000,5,Male stratum
261202000,6,No prior metformin use
261202000,7,No prior insulin use or combo initiation
261200100,0,No prior with-in class exposure
261200100,1,No prior DPP4 inhibitor exposure
261200100,2,No prior SGLT-2 inhibitor exposure
261200100,3,No prior SU exposure
261200100,4,No prior other anti-diabetic exposure
261200100,5,Race stratum
261200100,6,No prior metformin use
261200100,7,No prior insulin use or combo initiation
261200001,0,No prior with-in class exposure
261200001,1,No prior DPP4 inhibitor exposure
261200001,2,No prior SGLT-2 inhibitor exposure
261200001,3,No prior SU exposure
261200001,4,No prior other anti-diabetic exposure
261200001,5,Without renal impairment
261200001,6,No prior metformin use
261200001,7,No prior insulin use or combo initiation
261200002,0,No prior with-in class exposure
261200002,1,No prior DPP4 inhibitor exposure
261200002,2,No prior SGLT-2 inhibitor exposure
261200002,3,No prior SU exposure
261200002,4,No prior other anti-diabetic exposure
261200002,5,Renal impairment
261200002,6,No prior metformin use
261200002,7,No prior insulin use or combo initiation
262200000,0,No prior with-in class exposure
262200000,1,No prior DPP4 inhibitor exposure
262200000,2,No prior SGLT-2 inhibitor exposure
262200000,3,No prior SU exposure
262200000,4,No prior other anti-diabetic exposure
262200000,5,No prior metformin use
262200000,6,No prior insulin use or combo initiation
262210000,0,No prior with-in class exposure
262210000,1,No prior DPP4 inhibitor exposure
262210000,2,No prior SGLT-2 inhibitor exposure
262210000,3,No prior SU exposure
262210000,4,No prior other anti-diabetic exposure
262210000,5,Lower age group
262210000,6,No prior metformin use
262210000,7,No prior insulin use or combo initiation
262220000,0,No prior with-in class exposure
262220000,1,No prior DPP4 inhibitor exposure
262220000,2,No prior SGLT-2 inhibitor exposure
262220000,3,No prior SU exposure
262220000,4,No prior other anti-diabetic exposure
262220000,5,Middle age group
262220000,6,No prior metformin use
262220000,7,No prior insulin use or combo initiation
262230000,0,No prior with-in class exposure
262230000,1,No prior DPP4 inhibitor exposure
262230000,2,No prior SGLT-2 inhibitor exposure
262230000,3,No prior SU exposure
262230000,4,No prior other anti-diabetic exposure
262230000,5,Older age group
262230000,6,No prior metformin use
262230000,7,No prior insulin use or combo initiation
262200010,0,No prior with-in class exposure
262200010,1,No prior DPP4 inhibitor exposure
262200010,2,No prior SGLT-2 inhibitor exposure
262200010,3,No prior SU exposure
262200010,4,No prior other anti-diabetic exposure
262200010,5,Low cardiovascular risk
262200010,6,No prior metformin use
262200010,7,No prior insulin use or combo initiation
262200020,0,No prior with-in class exposure
262200020,1,No prior DPP4 inhibitor exposure
262200020,2,No prior SGLT-2 inhibitor exposure
262200020,3,No prior SU exposure
262200020,4,No prior other anti-diabetic exposure
262200020,5,Higher cardiovascular risk
262200020,6,No prior metformin use
262200020,7,No prior insulin use or combo initiation
262201000,0,No prior with-in class exposure
262201000,1,No prior DPP4 inhibitor exposure
262201000,2,No prior SGLT-2 inhibitor exposure
262201000,3,No prior SU exposure
262201000,4,No prior other anti-diabetic exposure
262201000,5,Female stratum
262201000,6,No prior metformin use
262201000,7,No prior insulin use or combo initiation
262202000,0,No prior with-in class exposure
262202000,1,No prior DPP4 inhibitor exposure
262202000,2,No prior SGLT-2 inhibitor exposure
262202000,3,No prior SU exposure
262202000,4,No prior other anti-diabetic exposure
262202000,5,Male stratum
262202000,7,No prior insulin use or combo initiation
262200100,0,No prior with-in class exposure
262200100,1,No prior DPP4 inhibitor exposure
262200100,2,No prior SGLT-2 inhibitor exposure
262200100,3,No prior SU exposure
262200100,4,No prior other anti-diabetic exposure
262200100,5,Race stratum
262200100,6,No prior metformin use
262200100,7,No prior insulin use or combo initiation
262200001,0,No prior with-in class exposure
262200001,1,No prior DPP4 inhibitor exposure
262200001,2,No prior SGLT-2 inhibitor exposure
262200001,3,No prior SU exposure
262200001,4,No prior other anti-diabetic exposure
262200001,5,Without renal impairment
262200001,6,No prior metformin use
262200001,7,No prior insulin use or combo initiation
262200002,0,No prior with-in class exposure
262200002,1,No prior DPP4 inhibitor exposure
262200002,2,No prior SGLT-2 inhibitor exposure
262200002,3,No prior SU exposure
262200002,4,No prior other anti-diabetic exposure
262200002,5,Renal impairment
262200002,6,No prior metformin use
262200002,7,No prior insulin use or combo initiation
271100000,0,No prior with-in class exposure
271100000,1,No prior DPP4 inhibitor exposure
271100000,2,No prior SGLT-2 inhibitor exposure
271100000,3,No prior SU exposure
271100000,4,No prior other anti-diabetic exposure
271100000,5,Prior metformin use
271100000,6,No prior insulin use or combo initiation
271110000,0,No prior with-in class exposure
271110000,1,No prior DPP4 inhibitor exposure
271110000,2,No prior SGLT-2 inhibitor exposure
271110000,3,No prior SU exposure
271110000,4,No prior other anti-diabetic exposure
271110000,5,Lower age group
271110000,6,Prior metformin use
271110000,7,No prior insulin use or combo initiation
271120000,0,No prior with-in class exposure
271120000,1,No prior DPP4 inhibitor exposure
271120000,2,No prior SGLT-2 inhibitor exposure
271120000,3,No prior SU exposure
271120000,4,No prior other anti-diabetic exposure
271120000,5,Middle age group
271120000,6,Prior metformin use
271120000,7,No prior insulin use or combo initiation
271130000,0,No prior with-in class exposure
271130000,1,No prior DPP4 inhibitor exposure
271130000,2,No prior SGLT-2 inhibitor exposure
271130000,3,No prior SU exposure
271130000,4,No prior other anti-diabetic exposure
271130000,5,Older age group
271130000,6,Prior metformin use
271130000,7,No prior insulin use or combo initiation
271100010,0,No prior with-in class exposure
271100010,1,No prior DPP4 inhibitor exposure
271100010,2,No prior SGLT-2 inhibitor exposure
271100010,3,No prior SU exposure
271100010,4,No prior other anti-diabetic exposure
271100010,5,Low cardiovascular risk
271100010,6,Prior metformin use
271100010,7,No prior insulin use or combo initiation
271100020,0,No prior with-in class exposure
271100020,1,No prior DPP4 inhibitor exposure
271100020,2,No prior SGLT-2 inhibitor exposure
271100020,3,No prior SU exposure
271100020,4,No prior other anti-diabetic exposure
271100020,5,Higher cardiovascular risk
271100020,6,Prior metformin use
271100020,7,No prior insulin use or combo initiation
271101000,0,No prior with-in class exposure
271101000,1,No prior DPP4 inhibitor exposure
271101000,2,No prior SGLT-2 inhibitor exposure
271101000,3,No prior SU exposure
271101000,4,No prior other anti-diabetic exposure
271101000,5,Female stratum
271101000,6,Prior metformin use
271101000,7,No prior insulin use or combo initiation
271102000,0,No prior with-in class exposure
271102000,1,No prior DPP4 inhibitor exposure
271102000,2,No prior SGLT-2 inhibitor exposure
271102000,3,No prior SU exposure
271102000,4,No prior other anti-diabetic exposure
271102000,5,Male stratum
271102000,6,Prior metformin use
271102000,7,No prior insulin use or combo initiation
271100100,0,No prior with-in class exposure
271100100,1,No prior DPP4 inhibitor exposure
271100100,2,No prior SGLT-2 inhibitor exposure
271100100,3,No prior SU exposure
271100100,4,No prior other anti-diabetic exposure
271100100,5,Race stratum
271100100,6,Prior metformin use
271100100,7,No prior insulin use or combo initiation
271100001,0,No prior with-in class exposure
271100001,1,No prior DPP4 inhibitor exposure
271100001,2,No prior SGLT-2 inhibitor exposure
271100001,3,No prior SU exposure
271100001,4,No prior other anti-diabetic exposure
271100001,5,Without renal impairment
271100001,6,Prior metformin use
271100001,7,No prior insulin use or combo initiation
271100002,0,No prior with-in class exposure
271100002,1,No prior DPP4 inhibitor exposure
271100002,2,No prior SGLT-2 inhibitor exposure
271100002,3,No prior SU exposure
271100002,4,No prior other anti-diabetic exposure
271100002,5,Renal impairment
271100002,6,Prior metformin use
271100002,7,No prior insulin use or combo initiation
272100000,0,No prior with-in class exposure
272100000,1,No prior DPP4 inhibitor exposure
272100000,2,No prior SGLT-2 inhibitor exposure
272100000,3,No prior SU exposure
272100000,4,No prior other anti-diabetic exposure
272100000,5,Prior metformin use
272100000,6,No prior insulin use or combo initiation
272110000,0,No prior with-in class exposure
272110000,1,No prior DPP4 inhibitor exposure
272110000,2,No prior SGLT-2 inhibitor exposure
272110000,3,No prior SU exposure
272110000,4,No prior other anti-diabetic exposure
272110000,5,Lower age group
272110000,6,Prior metformin use
272110000,7,No prior insulin use or combo initiation
272120000,0,No prior with-in class exposure
272120000,1,No prior DPP4 inhibitor exposure
272120000,2,No prior SGLT-2 inhibitor exposure
272120000,3,No prior SU exposure
272120000,4,No prior other anti-diabetic exposure
272120000,5,Middle age group
272120000,6,Prior metformin use
272120000,7,No prior insulin use or combo initiation
272130000,0,No prior with-in class exposure
272130000,1,No prior DPP4 inhibitor exposure
272130000,2,No prior SGLT-2 inhibitor exposure
272130000,3,No prior SU exposure
272130000,4,No prior other anti-diabetic exposure
272130000,5,Older age group
272130000,6,Prior metformin use
272130000,7,No prior insulin use or combo initiation
272100010,0,No prior with-in class exposure
272100010,1,No prior DPP4 inhibitor exposure
272100010,2,No prior SGLT-2 inhibitor exposure
272100010,3,No prior SU exposure
272100010,4,No prior other anti-diabetic exposure
272100010,5,Low cardiovascular risk
272100010,6,Prior metformin use
272100010,7,No prior insulin use or combo initiation
272100020,0,No prior with-in class exposure
272100020,1,No prior DPP4 inhibitor exposure
272100020,2,No prior SGLT-2 inhibitor exposure
272100020,3,No prior SU exposure
272100020,4,No prior other anti-diabetic exposure
272100020,5,Higher cardiovascular risk
272100020,6,Prior metformin use
272100020,7,No prior insulin use or combo initiation
272101000,0,No prior with-in class exposure
272101000,1,No prior DPP4 inhibitor exposure
272101000,2,No prior SGLT-2 inhibitor exposure
272101000,3,No prior SU exposure
272101000,4,No prior other anti-diabetic exposure
272101000,5,Female stratum
272101000,6,Prior metformin use
272101000,7,No prior insulin use or combo initiation
272102000,0,No prior with-in class exposure
272102000,1,No prior DPP4 inhibitor exposure
272102000,2,No prior SGLT-2 inhibitor exposure
272102000,3,No prior SU exposure
272102000,4,No prior other anti-diabetic exposure
272102000,5,Male stratum
272102000,6,Prior metformin use
272102000,7,No prior insulin use or combo initiation
272100100,0,No prior with-in class exposure
272100100,1,No prior DPP4 inhibitor exposure
272100100,2,No prior SGLT-2 inhibitor exposure
272100100,3,No prior SU exposure
272100100,4,No prior other anti-diabetic exposure
272100100,5,Race stratum
272100100,6,Prior metformin use
272100100,7,No prior insulin use or combo initiation
272100001,0,No prior with-in class exposure
272100001,1,No prior DPP4 inhibitor exposure
272100001,2,No prior SGLT-2 inhibitor exposure
272100001,3,No prior SU exposure
272100001,4,No prior other anti-diabetic exposure
272100001,5,Without renal impairment
272100001,6,Prior metformin use
